"","DATE",".mean"
"1",2010-05-01,66.4537965821559
"2",2010-05-02,72.9453032796372
"3",2010-05-03,13.5148654536931
"4",2010-05-04,5.02104906469018
"5",2010-05-05,97.8787993616921
"6",2010-05-06,88.5389674838651
"7",2010-05-07,64.930923648034
"8",2010-05-08,66.4560175174467
"9",2010-05-09,72.9479463353441
"10",2010-05-10,13.5116853503045
"11",2010-05-11,5.01998434538215
"12",2010-05-12,97.8821834263879
"13",2010-05-13,88.5384921539166
"14",2010-05-14,64.9280140845224
"15",2010-05-15,66.4577059440493
"16",2010-05-16,72.9498976724273
"17",2010-05-17,13.5092926713165
"18",2010-05-18,5.01921755817364
"19",2010-05-19,97.8847148169278
"20",2010-05-20,88.5381093014622
"21",2010-05-21,64.9258493703961
"22",2010-05-22,66.4589890085833
"23",2010-05-23,72.951337910554
"24",2010-05-24,13.5074927572952
"25",2010-05-25,5.01866619934681
"26",2010-05-26,97.8866081292199
"27",2010-05-27,88.5378025738646
"28",2010-05-28,64.9242390703503
"29",2010-05-29,66.4599636407258
"30",2010-05-30,72.9524006068875
"31",2010-05-31,13.5061389894633
